DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationdesc,optionaltext,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location,FacilityType,Permit_status,Approved,Received,PriorPermit,ExpirationDate
4,Thursday,9AM,10AM,17MFF-0073,175 BARNEVELD AVE,9:05am-9:10am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934381,,9:00,10:00,2734000,8/31/11 11:48,8/31/11 11:48,5286A,18,Y,Two G's Catering,6011538.075,2099454.362,37.74535202,-122.4027898,"(37.7453520187473, -122.402789774322)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
4,Thursday,11AM,12PM,17MFF-0110,3251 26TH ST,Set-up at 1200 Shotwell St: 11:15am-11:20am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934598,,11:00,12:00,1520000,7/12/11 10:47,7/12/11 10:47,6572,1,Y,May Catering,6008073.964,2100919.938,37.74918213,-122.4148718,"(37.749182132016, -122.414871846056)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
4,Thursday,12PM,1PM,17MFF-0110,Assessors Block 4347a/Lot004,Set-up at 50 Napoleon St: 12:08pm-12:10pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934604,,12:00,13:00,9503000,8/24/11 11:06,8/24/11 11:06,4347a,4,Y,May Catering,6013931.08,2100313.063,37.74784315,-122.3945752,"(37.7478431533724, -122.394575214957)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
1,Monday,6PM,7PM,17MFF-0110,185 BERRY ST,6:30pm-6:45pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934617,,18:00,19:00,2953000,8/31/11 10:48,8/31/11 10:48,3803,5,Y,May Catering,6014611.607,2110567.897,37.77603851,-122.3929393,"(37.7760385105764, -122.392939332071)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
6,Saturday,10AM,11AM,17MFF-0073,555 MISSION ROCK ST,10:00am-10:15am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934386,,10:00,11:00,15028000,8/31/11 11:52,8/31/11 11:52,8711,28,Y,Two G's Catering,6015258.318,2109383.139,37.77282133,-122.3906194,"(37.7728213280588, -122.390619360681)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
5,Friday,11AM,12PM,17MFF-0110,630 TREAT AVE,"9:50am-9:55am, 11:55am-12:00pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934586,,11:00,12:00,12685000,7/1/11 9:43,7/1/11 9:43,3593,38,Y,May Catering,6008473.106,2104845.035,37.75998198,-122.4137692,"(37.7599819816022, -122.413769206324)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
2,Tuesday,11AM,1PM,17MFF-0092,Assessors Block 3788/Lot002,"Setup at 56 Stanford St. 9:00am-3:00pm (Sat), 9:30am-2:00pm (Sun)","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934514,,11:00,13:00,12068000,6/16/11 14:40,6/16/11 14:41,3788,2,Y,Mike's Catering,6015005.151,2112394.09,37.78107468,-122.3917057,"(37.7810746780754, -122.391705661167)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
2,Tuesday,7AM,8AM,17MFF-0092,Assessors Block 8722/Lot005,"Setup at 2 Terry A Francois Blvd. 9:45am-10:15am, 11:45am-12:15pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934512,,7:00,8:00,12532003,6/16/11 14:34,6/16/11 14:34,8722,5,Y,Mike's Catering,6016501.447,2108199.438,37.76964003,-122.3862367,"(37.7696400322177, -122.386236654199)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
2,Tuesday,9AM,10AM,17MFF-0110,1322 04TH ST,Set-up at 1301 4th St: 9:56am-9:57am & 1375 4th St: 9:57am-9:58am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934627,,9:00,10:00,19984000,11/14/11 16:14,11/14/11 16:14,1758,35,Y,May Catering,6015043.753,2108971.438,37.77167898,-122.3913328,"(37.7716789828365, -122.391332784358)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
2,Tuesday,11AM,12PM,17MFF-0110,630 TREAT AVE,"9:50am-9:55am, 11:55am-12:00pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934586,,11:00,12:00,12685000,7/1/11 9:43,7/1/11 9:43,3593,38,Y,May Catering,6008473.106,2104845.035,37.75998198,-122.4137692,"(37.7599819816022, -122.413769206324)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
1,Monday,7PM,8PM,17MFF-0110,150 EXECUTIVE PARK BLVD,Set-up at 1100 Thomas Mellon Dr: 7:30pm-7:40pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934619,,19:00,20:00,5372103,8/31/11 10:57,8/31/11 10:57,4991,86,Y,May Catering,6013908.651,2086979.502,37.71123066,-122.3937197,"(37.7112306563304, -122.393719654607)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
3,Wednesday,8AM,9AM,17MFF-0073,975 INDIANA ST,8:40am-8:47am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934378,,8:00,9:00,7195000,8/31/11 11:44,8/31/11 11:45,4106,23,Y,Two G's Catering,6014999.822,2104043.427,37.7581453,-122.3911402,"(37.7581452995887, -122.391140229024)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
1,Monday,8PM,9PM,17MFF-0109,667 MISSION ST,8:00pm-8:30pm,"Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934571,,20:00,21:00,9094000,9/26/11 9:57,9/26/11 9:57,3722,67,Y,M M Catering,6012270.38,2114509.761,37.78673163,-122.4013154,"(37.7867316299939, -122.401315378613)",Truck,REQUESTED,,2/13/17,1/1/00,3/31/18
5,Friday,12PM,1PM,17MFF-0110,1006 16TH ST,"Set-up at 1000 16th St: 12:05pm-12:08pm, 1:40pm-1:50pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934603,,12:00,13:00,702000,8/24/11 10:49,8/24/11 10:49,3833,2,Y,May Catering,6013371.406,2107111.628,37.7664794,-122.3969872,"(37.7664794033031, -122.396987155992)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
3,Wednesday,10AM,11AM,17MFF-0110,2000 FOLSOM ST,10:30am-10:35am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934595,,10:00,11:00,5690000,7/1/11 10:54,7/1/11 10:55,3571,1,Y,May Catering,6008048.383,2106787.699,37.76529223,-122.4153757,"(37.7652922254458, -122.415375651896)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
4,Thursday,10AM,11AM,17MFF-0110,Assessors Block 8711/Lot023,Set-up at 195 Channel St: 1:30pm-1:35pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934609,,10:00,11:00,3887000,8/24/11 11:58,8/24/11 11:59,8711,23,Y,May Catering,6015253.35,2109839.763,37.77407484,-122.3906685,"(37.7740748410583, -122.390668458146)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
3,Wednesday,12PM,1PM,17MFF-0110,2501 CESAR CHAVEZ ST,"Set-up at 1600 Kansas St: 9:55am-9:58am, 12:00pm-12:03pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934588,,12:00,13:00,2478101,7/1/11 9:50,7/1/11 9:51,4339,1,Y,May Catering,6011776.875,2100901.2,37.74933805,-122.4020657,"(37.749338052069, -122.402065734207)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
0,Sunday,9AM,10AM,17MFF-0110,800 JAMESTOWN AVE,9:30am-9:33am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934622,,9:00,10:00,7428000,8/31/11 11:00,8/31/11 11:00,4973,34,Y,May Catering,6015030.295,2088771.041,37.71621214,-122.389968,"(37.7162121435373, -122.389968007493)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
0,Sunday,9AM,2PM,17MFF-0092,860 BROADWAY,Setup at 850 Broadway. 12:00pm-12:15pm,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934513,,9:00,14:00,3157000,6/16/11 14:36,6/16/11 14:37,148,9,Y,Mike's Catering,6009462.122,2118450.42,37.79739465,-122.4113098,"(37.7973946460656, -122.411309805654)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
4,Thursday,9AM,10AM,17MFF-0073,71 WILLIAMS AVE,9:30am-9:40am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934382,,9:00,10:00,13653000,8/31/11 11:49,8/31/11 11:49,5414,22,Y,Two G's Catering,6013796.971,2093629.466,37.72948393,-122.394571,"(37.729483926788, -122.394571014085)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
2,Tuesday,9AM,8PM,17MFF-0072,532 MARKET ST,"Push cart fronting 532 Market St, approx. 50ft east of the corner of Market and Sutter","Chicken Gyro, Lamb Gyro, Chiken Gyro Plate, Lamb Gyro Plate, Combination Gyro Plate.",934371,,9:00,20:00,8742202,4/6/15 11:02,9/20/16 9:24,290,12,N,Taza Halal Cart,6012827.298,2116012.842,37.79088979,-122.3994941,"(37.7908897937244, -122.399494126212)",Push Cart,ONHOLD,,2/13/17,,6/29/18
2,Tuesday,6AM,7AM,17MFF-0073,201 BERRY ST,6:15am-6:45am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934373,,6:00,7:00,2954000,8/31/11 11:40,8/31/11 11:40,8708,3,Y,Two G's Catering,6014483.787,2110445.63,37.77569569,-122.3933729,"(37.7756956924416, -122.393372938554)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
4,Thursday,7AM,9AM,17MFF-0073,30 BEALE ST,Set-up at 16 Beale St: 7:05am-8:10am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934374,,7:00,9:00,2863000,8/31/11 11:41,8/31/11 11:41,3710,2,Y,Two G's Catering,6013568.95,2116396.938,37.79198574,-122.396955,"(37.791985742424, -122.396954967384)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
3,Wednesday,3PM,4PM,17MFF-0110,1300 BRYANT ST,3:20pm-3:25pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934615,,15:00,16:00,517000,8/31/11 10:45,8/31/11 10:45,3903,4,Y,May Catering,6009346.601,2108249.434,37.7693787,-122.4109887,"(37.7693786950827, -122.410988658263)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
4,Thursday,9AM,10AM,17MFF-0110,1098 LE CONTE AVE,"Set-up at 1100 Le Conte Ave: 9:35am-9:37am, 12:30pm-12:33pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934580,,9:00,10:00,8234000,7/1/11 9:33,7/1/11 9:33,5475,16,Y,May Catering,6012623.428,2089969.047,37.71936785,-122.3983714,"(37.7193678479621, -122.398371361923)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
1,Monday,9AM,10AM,17MFF-0110,800 JAMESTOWN AVE,9:30am-9:33am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934622,,9:00,10:00,7428000,8/31/11 11:00,8/31/11 11:00,4973,34,Y,May Catering,6015030.295,2088771.041,37.71621214,-122.389968,"(37.7162121435373, -122.389968007493)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
2,Tuesday,2PM,3PM,17MFF-0110,100 POTRERO AVE,2:50pm-2:55pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934613,,14:00,15:00,10659000,8/24/11 15:54,8/24/11 15:55,3920,1,Y,May Catering,6010237.43,2107842.465,37.76831117,-122.4078786,"(37.7683111651865, -122.40787860481)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
1,Monday,9AM,10AM,17MFF-0110,Assessors Block 4347a/Lot004,Set-up at 50 Napoleon St: 12:08pm-12:10pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934604,,9:00,10:00,9503000,8/24/11 11:06,8/24/11 11:06,4347a,4,Y,May Catering,6013931.08,2100313.063,37.74784315,-122.3945752,"(37.7478431533724, -122.394575214957)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
1,Monday,10AM,3PM,17MFF-0116,400 MONTGOMERY ST,Pushcart located on the California St sidewalk 27LF East of Mongomery St.,"kebabs, halal gyro, grilled halal meat, refreshments",934712,,10:00,15:00,9301000,9/19/11 16:58,6/20/14 8:46,239,9,N,"Halal Cart, LLC",6011914.707,2116759.086,37.7928879,-122.4027042,"(37.7928878954774, -122.402704171869)",Push Cart,APPROVED,3/13/17,2/13/17,,7/15/18
2,Tuesday,8AM,9AM,17MFF-0073,945 BRYANT ST,8:00am-8:05am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934375,,8:00,9:00,3294000,8/31/11 11:42,8/31/11 11:42,3780,79,Y,Two G's Catering,6010917.861,2109713.069,37.77348548,-122.4056568,"(37.7734854835794, -122.405656818136)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
4,Thursday,9AM,10AM,17MFF-0092,250 BROADWAY,"9:10am-9:20am, 1:25pm-1:30pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934509,,9:00,10:00,3145000,6/16/11 14:20,6/16/11 14:25,142,2,Y,Mike's Catering,6012257.655,2118817.027,37.79855765,-122.4016623,"(37.7985576514587, -122.401662259543)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
3,Wednesday,12PM,1PM,17MFF-0110,1098 LE CONTE AVE,"Set-up at 1100 Le Conte Ave: 9:35am-9:37am, 12:30pm-12:33pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934580,,12:00,13:00,8234000,7/1/11 9:33,7/1/11 9:33,5475,16,Y,May Catering,6012623.428,2089969.047,37.71936785,-122.3983714,"(37.7193678479621, -122.398371361923)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
4,Thursday,2PM,3PM,17MFF-0110,100 POTRERO AVE,2:50pm-2:55pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934613,,14:00,15:00,10659000,8/24/11 15:54,8/24/11 15:55,3920,1,Y,May Catering,6010237.43,2107842.465,37.76831117,-122.4078786,"(37.7683111651865, -122.40787860481)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
3,Wednesday,2PM,3PM,17MFF-0110,900 MINNESOTA ST,"8:35am-8:45am, 2:40pm-2:45pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934577,,14:00,15:00,9056000,7/1/11 9:28,7/1/11 9:28,4106,001A,Y,May Catering,6015220.854,2104389.814,37.75910867,-122.3904,"(37.7591086681241, -122.390400000543)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
3,Wednesday,9AM,10AM,17MFF-0110,180 NAPOLEON ST,"Set-up at 180 Napoleon: 11:25am-11:30am, 2:15pm-2:20pm. Set-up at 190 Napoleon: 9:55am-10:00am (ALL M-F)","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934599,,9:00,10:00,9504000,7/12/11 10:57,7/12/11 10:58,4343,4,Y,May Catering,6012767.688,2100067.322,37.74710365,-122.398581,"(37.747103654263, -122.398580950956)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
3,Wednesday,6AM,8PM,17MFF-0094,25 MONTGOMERY ST,Located 200' South of Sutter St,"Jerk chicken, curry chicken, curry goat, curry dhal, Burritos, Fish, Ox tails, rice, beans, veggies.",934517,,6:00,20:00,9297000,3/7/11 13:48,9/18/14 11:59,292,001A,N,Scotch Bonnet,6012058.412,2115463.11,37.78933747,-122.4021158,"(37.7893374737403, -122.402115788121)",Truck,APPROVED,3/16/17,2/13/17,,7/15/18
5,Friday,10AM,11AM,17MFF-0110,Assessors Block 8711/Lot023,Set-up at 195 Channel St: 1:30pm-1:35pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934609,,10:00,11:00,3887000,8/24/11 11:58,8/24/11 11:59,8711,23,Y,May Catering,6015253.35,2109839.763,37.77407484,-122.3906685,"(37.7740748410583, -122.390668458146)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
4,Thursday,6PM,7PM,17MFF-0109,1095 INDIANA ST,6:20pm-6:30pm,"Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934567,,18:00,19:00,7196000,9/26/11 9:45,9/26/11 9:45,4170,10,Y,M M Catering,6015035.415,2103386.902,37.7563446,-122.3909712,"(37.7563445984444, -122.390971246958)",Truck,REQUESTED,,2/13/17,1/1/00,3/31/18
5,Friday,6AM,7AM,17MFF-0073,1799 03RD ST,Set-up at 299 Illinois St: 6:00am-6:15am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934372,,6:00,7:00,185105,8/31/11 11:39,8/31/11 11:39,8722,1,Y,Two G's Catering,6015678.053,2107236.543,37.76695052,-122.3890175,"(37.7669505236804, -122.389017531712)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
4,Thursday,1PM,2PM,17MFF-0110,Assessors Block 8710/Lot003,"Set-up at 1325 06th St: 10:00am-10:03am, 12:00pm-12:03pm, 1:00pm-1:05pm","Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934625,,13:00,14:00,0,8/31/11 11:24,8/31/11 11:25,8710,3,Y,May Catering,6014416.532,2108607.696,37.7706454,-122.3934769,"(37.7706453983908, -122.3934769372)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
4,Thursday,9AM,11AM,17MFF-0109,45 SPEAR ST,"Set-up at 9 Spear St; 7:00am-7:30am, 12:00pm-1:00pm. Set-up at 25 Spear St; 9:30am-10:15am","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934563,,9:00,11:00,12044000,9/21/11 16:37,9/21/11 16:37,3713,6,Y,M M Catering,6014187.616,2116842.281,37.79324297,-122.3948456,"(37.7932429688316, -122.394845565197)",Truck,REQUESTED,,2/13/17,1/1/00,3/31/18
4,Thursday,1PM,2PM,17MFF-0110,Assessors Block 8727/Lot005,Set-up at 800 16th St: 9:55am-9:57am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934587,,13:00,14:00,699001,7/1/11 9:46,7/1/11 9:47,8727,5,Y,May Catering,6014460.137,2106764.375,37.76558647,-122.3931971,"(37.7655864681473, -122.393197101166)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
5,Friday,12PM,1PM,17MFF-0092,860 BROADWAY,Setup at 850 Broadway. 12:00pm-12:15pm,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934513,,12:00,13:00,3157000,6/16/11 14:36,6/16/11 14:37,148,9,Y,Mike's Catering,6009462.122,2118450.42,37.79739465,-122.4113098,"(37.7973946460656, -122.411309805654)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
3,Wednesday,7AM,8AM,17MFF-0092,860 BROADWAY,Setup at 850 Broadway. 12:00pm-12:15pm,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934513,,7:00,8:00,3157000,6/16/11 14:36,6/16/11 14:37,148,9,Y,Mike's Catering,6009462.122,2118450.42,37.79739465,-122.4113098,"(37.7973946460656, -122.411309805654)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
3,Wednesday,9AM,11AM,17MFF-0092,Assessors Block 8722/Lot005,"Setup at 2 Terry A Francois Blvd. 9:45am-10:15am, 11:45am-12:15pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934512,,9:00,11:00,12532003,6/16/11 14:34,6/16/11 14:34,8722,5,Y,Mike's Catering,6016501.447,2108199.438,37.76964003,-122.3862367,"(37.7696400322177, -122.386236654199)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
4,Thursday,10AM,11AM,17MFF-0110,Assessors Block 8727/Lot005,Set-up at 800 16th St: 9:55am-9:57am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934587,,10:00,11:00,699001,7/1/11 9:46,7/1/11 9:47,8727,5,Y,May Catering,6014460.137,2106764.375,37.76558647,-122.3931971,"(37.7655864681473, -122.393197101166)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
5,Friday,12PM,1PM,17MFF-0109,400 ALABAMA ST,"9:30am-9:40am, 8:30pm-8:45pm","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934562,,12:00,13:00,2110000,9/21/11 14:39,9/21/11 14:40,3968,1,Y,M M Catering,6008911.761,2106354.391,37.76415095,-122.4123588,"(37.7641509499715, -122.412358791534)",Truck,REQUESTED,,2/13/17,1/1/00,3/31/18
2,Tuesday,8AM,9AM,17MFF-0073,950 BRYANT ST,8:30am-8:35am,"Cold Truck: Hot & Cold Sandwiches, Bagels, Burritos, Soups, Hot Dogs, Tacos, Pork Buns, BBQ Meat, Fruit, Various Beverages, Pasties, Pre-Packaged Snacks, Candy, Salads, Muffins, Scones, Brownies, Croissants, Energy Bars, Noodle Bowls",934377,,8:00,9:00,3295000,8/31/11 11:43,8/31/11 11:44,3758,127,Y,Two G's Catering,6010667.397,2109528.933,37.77296588,-122.4065102,"(37.772965881143, -122.406510236721)",Truck,APPROVED,4/17/17,2/13/17,1/1/00,7/15/18
2,Tuesday,9AM,10AM,17MFF-0110,1200 POTRERO AVE,9:35am-9:40am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934581,,9:00,10:00,10672000,7/1/11 9:34,7/1/11 9:35,4265,26,Y,May Catering,6010550.382,2102245.876,37.75296171,-122.4064017,"(37.7529617064123, -122.406401730502)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
3,Wednesday,10AM,11AM,17MFF-0110,720 YORK ST,Set-up at 750 York St: 10:25am-10:30am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934594,,10:00,11:00,13768000,7/1/11 10:53,7/1/11 10:54,4080,18,Y,May Catering,6009832.355,2104915.284,37.76025111,-122.4090732,"(37.7602511077651, -122.409073157312)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
4,Thursday,5PM,6PM,17MFF-0109,1499 ILLINOIS ST,Set-up at 1485 Illinois: 5:15pm-5:30pm,"Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934565,,17:00,18:00,7173000,9/26/11 9:43,9/26/11 9:43,4244,2,Y,M M Catering,6016231.474,2102120.278,37.75293301,-122.3867465,"(37.7529330108826, -122.38674649469)",Truck,REQUESTED,,2/13/17,1/1/00,3/31/18
2,Tuesday,12PM,1PM,17MFF-0109,45 SPEAR ST,"Set-up at 9 Spear St; 7:00am-7:30am, 12:00pm-1:00pm. Set-up at 25 Spear St; 9:30am-10:15am","Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934563,,12:00,13:00,12044000,9/21/11 16:37,9/21/11 16:37,3713,6,Y,M M Catering,6014187.616,2116842.281,37.79324297,-122.3948456,"(37.7932429688316, -122.394845565197)",Truck,REQUESTED,,2/13/17,1/1/00,3/31/18
3,Wednesday,1PM,2PM,17MFF-0092,250 BROADWAY,"9:10am-9:20am, 1:25pm-1:30pm","Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934509,,13:00,14:00,3145000,6/16/11 14:20,6/16/11 14:25,142,2,Y,Mike's Catering,6012257.655,2118817.027,37.79855765,-122.4016623,"(37.7985576514587, -122.401662259543)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
1,Monday,12PM,1PM,17MFF-0110,3050 23RD ST,Set-up at 3000 23rd St: 12:33pm-12:35pm,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934606,,12:00,13:00,1259000,8/24/11 11:18,8/24/11 11:18,3639,004B,Y,May Catering,6008619.797,2102744.022,37.75422131,-122.4131133,"(37.754221311947, -122.413113305952)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
5,Friday,9AM,10AM,17MFF-0110,800 JAMESTOWN AVE,9:30am-9:33am,"Cold Truck: Sandwiches, fruit, snacks, candy, hot and cold drinks",934622,,9:00,10:00,7428000,8/31/11 11:00,8/31/11 11:00,4973,34,Y,May Catering,6015030.295,2088771.041,37.71621214,-122.389968,"(37.7162121435373, -122.389968007493)",Truck,APPROVED,12/28/17,2/13/17,1/1/00,7/15/18
1,Monday,6PM,7PM,17MFF-0109,1095 INDIANA ST,6:20pm-6:30pm,"Cold Truck: sandwiches, corndogs, tacos, yogurt, snacks, candy, hot and cold drinks",934567,,18:00,19:00,7196000,9/26/11 9:45,9/26/11 9:45,4170,10,Y,M M Catering,6015035.415,2103386.902,37.7563446,-122.3909712,"(37.7563445984444, -122.390971246958)",Truck,REQUESTED,,2/13/17,1/1/00,3/31/18
4,Thursday,7AM,9AM,17MFF-0092,1575 INDIANA ST,7:30am-8:30am,"Cold Truck: packaged sandwiches, snacks, candy, hot and cold drinks",934502,,7:00,9:00,7200000,6/16/11 11:44,6/16/11 11:44,4317,17,Y,Mike's Catering,6015157.762,2101239.037,37.7504538,-122.3903981,"(37.750453803667, -122.390398059007)",Truck,APPROVED,3/10/17,2/13/17,1/1/00,7/15/18
